InvoiceNo,InvoiceRevenue,InvoiceQuantity
573392,244.34,82
570555,547.25,306
573285,118.9,42
570102,517.8,232
573393,507.66,781
574308,608.85,457
572612,231.4,98
571056,434.41,303
570090,256.38,56
571944,297.85,409
576249,374.17,245
578032,647.94,261
578824,285.35,122
579087,305.38,255
576564,273.52,90
576880,350.62,148
577086,165.3,206
577938,193.76,158
579408,577.71,254
579387,131.68,70
575199,725.22,439
575525,128.88,72
550448,20.85,7
577054,103.2,96
540835,154.9,115
541409,347.04,340
540834,1578.31,624
540016,168.3,114
539250,1085.46,1078
541837,153.0,92
540354,623.68,288
542220,211.35,33
538003,1281.5,454
538000,101.9,17
545681,655.03,289
546875,1017.68,440
543376,67.95,21
544167,506.02,134
545190,242.95,89
545428,430.5,148
552723,358.2,92
555648,205.18,91
552874,918.4,650
554850,388.18,158
553408,357.98,154
551852,278.4,72
550255,190.98,66
555199,109.37,57
554665,349.94,254
549556,212.12,122
552306,283.99,157
551292,431.74,362
557569,427.76,272
561887,309.14,522
557069,510.27,270
558740,111.7,28
558813,474.36,259
562437,447.93,309
557006,214.2,233
557898,517.05,509
564305,1103.32,458
566291,769.81,282
565801,549.24,268
563739,230.58,481
566976,2582.78,1677
566829,586.95,145
566443,291.8,144
565427,235.54,81
572865,185.11,164
570245,281.11,141
570503,44.71,64
573335,178.91,63
573390,500.61,209
569716,223.22,108
574528,155.25,62
574314,342.4,192
569467,610.42,526
574701,287.64,160
569574,406.53,251
571443,131.94,67
572846,340.79,207
578016,475.97,249
576649,148.07,125
579255,194.82,91
575765,325.01,211
575622,352.23,369
563196,156.75,77
563945,66.24,64
580363,2685.0,1500
537390,123.24,40
536599,306.4,80
537441,536.05,255
542219,594.04,314
541847,437.71,182
537813,376.3,116
536600,251.62,56
539551,286.6,129
539590,832.08,360
539454,196.78,66
546119,308.98,201
549242,227.18,119
543114,788.06,270
546377,121.17,63
546510,175.72,96
545427,9.95,1
547695,176.38,122
543282,108.07,34
556245,535.13,198
553347,560.27,203
555704,507.7,357
554644,712.69,463
556280,344.81,116
549573,260.92,117
554315,308.61,139
553060,720.0,488
554286,386.96,97
553016,7.5,2
552861,27.31,8
552169,115.15,55
559512,329.46,185
561584,307.35,161
560393,470.25,465
563016,710.2,707
559948,1430.75,633
561901,13464.26,5246
563748,310.79,275
565462,304.95,373
565802,174.71,177
568332,461.4,240
568945,338.5,100
567816,248.7,84
566850,364.82,180
567805,505.88,204
567205,218.72,146
566043,421.18,136
570126,135.82,50
569651,705.87,192
569943,262.71,233
571276,360.41,157
573152,218.83,115
569565,314.5,475
572233,930.12,667
573358,500.61,209
572617,604.25,331
579497,133.5,86
577751,251.37,129
575331,1049.66,593
575603,197.85,109
575707,363.95,191
577739,60.8,40
579149,361.62,196
577790,172.6,44
580908,401.75,162
581220,302.4,642
558567,318.9,196
568480,396.2,118
570282,181.38,68
544151,189.37,74
540472,335.8,223
536743,261.76,195
542080,1012.01,608
538077,686.15,394
539658,302.95,125
539103,933.32,367
536392,318.14,103
538208,111.8,34
539561,339.72,336
544040,254.17,92
548768,219.94,92
546533,140.54,88
544701,618.89,262
543986,3.75,3
548892,124.15,27
542902,231.0,180
551058,110.52,47
552466,443.66,421
551305,337.36,458
552358,815.78,466
552804,396.77,159
555850,387.42,320
551855,814.71,443
554667,374.82,214
549589,284.44,180
549592,310.26,146
552573,37.8,22
554919,537.0,300
549954,172.09,134
556043,243.93,73
556958,305.2,140
558684,976.58,697
561646,477.6,248
557128,80.5,18
561858,406.0,224
557470,589.44,256
562926,350.58,302
566315,326.48,314
563578,425.75,289
565796,266.48,226
566595,4314.72,7824
566721,490.95,203
568330,74.9,31
565677,192.4,92
565844,331.24,247
566491,294.24,216
569921,157.0,29
572098,526.3,294
573139,125.79,176
572125,284.98,106
574032,523.46,381
574826,351.44,333
570412,281.04,106
574306,405.0,510
570495,102.96,116
571829,1177.64,534
573337,515.1,116
572720,158.99,297
578316,302.44,241
579520,184.29,66
578997,165.0,78
575036,407.55,199
577256,333.62,284
579128,161.4,102
575957,108.81,141
577716,297.0,308
577298,525.55,497
580736,375.59,205
581163,438.5,122
581137,321.34,246
541287,751.6,664
539335,320.1,46
546768,584.76,100
536946,841.94,363
542401,307.91,225
538371,333.54,193
539215,210.75,126
540994,704.59,560
538858,951.24,640
538878,267.0,104
546781,473.82,404
543590,216.58,144
543626,343.92,124
543548,330.79,189
547850,311.57,216
548920,493.45,441
543056,947.4,180
555399,123.75,70
555498,107.65,23
556241,912.66,445
555413,226.98,168
552967,101.4,84
551558,315.51,146
553907,125.43,66
549750,113.25,19
552962,719.15,371
550913,302.55,92
553925,373.72,140
561969,206.69,153
559702,696.72,152
560201,329.3,86
561170,150.85,195
560115,180.8,72
560355,114.55,17
562107,500.24,728
568177,455.17,319
563844,310.82,222
568320,250.38,323
568099,118.9,26
563427,193.47,188
566731,78.45,31
567636,672.4,298
565224,207.73,111
565611,401.94,238
564719,161.74,231
569125,142.7,26
573300,477.59,341
570720,638.45,410
572058,448.37,216
569319,728.5,448
570717,357.0,108
570851,314.2,101
574009,320.05,192
574093,736.55,567
570448,943.69,853
573319,300.41,177
570701,2159.3,1158
572688,355.94,380
571234,47.04,112
572666,166.92,228
574961,94.74,150
578299,426.09,223
575871,461.32,259
575908,345.82,466
579365,12.48,6
576894,291.86,110
580999,181.19,173
571190,130.01,177
579548,181.45,63
540275,1520.11,669
539256,468.07,269
539607,1084.59,604
540604,311.71,386
536412,453.46,197
539484,892.24,484
538313,1076.32,290
541796,318.5,205
536988,254.39,100
537615,139.0,20
538156,620.35,202
548552,239.75,71
548916,422.34,377
548987,852.87,460
545937,1570.19,1109
548156,108.2,38
545187,109.8,84
548655,312.58,130
545322,580.57,349
543537,84.3,11
547521,197.05,39
551398,436.3,267
552956,475.16,184
554674,278.63,168
549751,737.42,403
553470,5410.06,1325
556244,302.72,86
556058,524.5,244
555352,2105.98,1110
557488,18.88,9
558881,998.42,863
558641,831.34,330
562942,176.85,23
556630,315.05,135
560891,254.38,262
560093,356.84,163
559464,419.91,832
562948,101.76,96
559944,596.7,78
568428,233.65,120
566484,223.84,216
563504,454.72,196
567962,3187.12,1768
567626,597.45,279
564745,238.34,102
567515,351.9,72
571923,289.22,167
570640,522.36,254
572318,352.45,212
570646,397.12,232
570677,497.83,204
571200,294.78,226
571226,81.57,55
574299,309.01,157
577820,604.0,344
577595,229.61,104
577104,312.73,83
576353,458.91,299
578451,69.6,48
575619,495.6,120
575975,672.99,473
581015,518.23,673
580534,208.24,75
577825,144.72,59
537665,139.86,101
540460,104.76,202
541552,739.29,756
538683,462.3,312
539201,322.01,135
541206,10389.06,8210
536591,198.32,93
537627,713.88,476
539328,300.04,212
538996,332.1,38
542409,303.55,125
541846,323.09,191
548308,415.8,201
544160,826.53,675
543173,456.05,217
545830,451.66,123
542789,4446.88,2945
548710,282.6,188
545661,829.85,739
546980,462.2,128
547067,501.24,324
543123,333.3,182
546625,170.75,134
553405,581.6,312
550015,848.87,551
554934,65.9,18
550314,218.55,79
552181,1484.4,820
554033,477.86,338
550148,205.8,100
551546,316.12,172
553732,134.82,90
557213,213.09,116
560097,339.38,256
557299,562.4,174
558751,441.59,196
560271,341.35,193
562604,301.6,270
558107,124.76,75
559985,219.06,170
557266,120.25,69
561925,306.1,316
568193,2166.21,1089
563076,19150.66,14730
563178,208.39,129
565236,399.34,232
564062,931.5,192
565918,127.73,66
568221,418.22,224
569238,149.55,119
566420,205.11,94
563834,326.44,508
567144,248.64,120
564976,222.04,160
564382,306.0,72
570458,1202.03,858
573413,335.85,187
572045,181.95,47
573772,151.5,76
573069,158.15,73
571662,125.79,117
575643,384.88,184
576073,173.44,152
576635,408.8,26
575256,550.44,252
579561,149.01,83
578843,202.47,57
575515,420.75,159
579183,481.68,168
577646,133.68,316
575218,285.85,121
579846,427.64,194
580757,497.11,209
580675,1186.48,598
571943,443.6,166
537623,383.93,199
539080,404.82,113
536805,406.56,384
537138,273.3,204
537465,454.6,218
536630,244.46,88
540410,387.4,95
540031,431.88,135
537312,311.24,254
536387,3193.92,1440
543836,321.05,269
547578,485.89,303
547044,225.4,200
544392,2807.31,1223
547825,155.65,104
542995,158.58,38
547653,510.8,584
547839,649.78,280
542718,192.2,108
548490,624.8,431
548038,317.9,140
553931,380.32,226
549316,1321.25,757
551016,765.85,253
552652,204.02,91
549940,1357.63,1661
554628,659.35,299
551891,186.86,256
555865,413.93,157
553878,347.26,142
555513,892.62,114
555091,165.86,90
551392,160.95,63
560921,322.67,313
558636,165.5,60
559032,2156.44,1502
560238,307.5,208
563026,282.72,149
557219,323.28,406
559460,300.86,234
558198,111.26,70
558910,1141.2,576
560697,227.92,368
567288,166.6,80
565122,476.76,1686
568185,181.09,64
564187,237.21,156
565442,819.26,559
567378,948.47,615
566489,556.3,243
564742,151.52,90
565412,629.04,1272
563534,305.24,128
568393,211.62,110
567145,549.46,354
565838,393.4,104
571105,386.32,235
571293,189.65,55
573336,124.94,83
574470,71.7,250
574852,254.81,87
570423,283.9,174
569672,354.13,229
572242,657.23,319
574352,5292.72,1776
571267,146.7,69
569932,171.8,148
574252,260.48,94
576553,195.25,161
577845,734.82,585
578977,448.07,279
579843,1348.58,640
575089,422.04,264
577537,170.32,232
577400,571.24,328
577091,131.95,43
580903,216.19,104
580687,401.64,226
581467,151.83,256
541204,322.58,146
540501,753.26,942
536943,187.51,170
536761,98.9,36
541260,141.25,73
539004,336.98,142
540475,141.48,70
538638,232.01,116
542228,372.29,163
536561,322.4,140
540060,203.1,58
549238,388.77,205
542613,403.3,292
546389,751.9,186
546670,607.13,428
547021,197.72,76
546554,251.56,188
547906,210.27,125
542896,270.0,40
545662,208.2,92
549129,265.41,325
547960,184.57,95
547349,313.77,259
546686,300.19,117
548314,127.79,77
553933,573.66,298
554854,354.45,199
552265,551.43,182
554543,157.25,83
554646,124.25,40
555857,133.62,104
556263,489.3,241
550956,245.31,110
550836,572.25,119
556477,199.73,86
553054,157.77,126
549538,32.32,23
550323,856.63,734
556441,360.07,162
556205,203.98,94
551652,338.24,194
562102,1490.82,906
560105,222.13,263
562220,304.42,108
562593,660.87,457
563011,109.98,46
560576,202.07,110
559929,252.05,271
561648,196.88,178
562710,598.88,474
566279,249.17,308
568196,322.94,248
568205,318.0,108
568311,177.89,121
564668,329.67,141
567197,1062.1,583
567168,101.24,64
566273,245.33,107
563245,411.7,224
563855,546.9,282
571328,1697.98,1557
572745,29.75,5
574619,223.27,141
570680,897.42,485
569339,830.0,250
574102,278.52,110
573150,139.94,81
571242,1835.6,1046
570790,147.41,115
573195,978.06,366
579153,245.1,127
579147,187.1,176
576600,366.85,133
575767,208.89,161
575676,323.62,578
576555,247.15,223
577508,183.69,108
580152,310.32,502
581481,242.3,234
580532,587.92,248
581222,105.6,46
539308,250.46,160
540374,303.36,208
537612,322.3,122
540122,1179.6,1720
539985,968.77,387
541664,330.9,100
536564,51.4,12
538795,293.85,109
542617,691.46,410
543040,989.38,688
547049,318.7,76
547361,365.36,168
548801,375.45,333
542922,490.89,161
550632,121.36,34
554491,99.83,62
552990,366.5,210
552330,357.3,120
551560,820.74,402
559936,49.92,48
562034,777.95,267
558113,616.17,314
562099,423.3,261
559821,131.45,25
560267,129.5,32
562273,788.87,152
557528,528.45,305
557318,303.3,84
568239,225.76,76
563241,1221.4,1026
563848,989.49,644
565398,820.24,451
567334,648.48,166
568103,524.9,295
566444,331.14,180
566234,252.73,245
566303,307.92,170
564038,151.98,90
570180,898.14,500
572301,111.16,55
570121,221.06,275
571258,130.25,31
571905,739.28,380
572835,615.4,321
574237,436.06,218
572851,476.1,198
575141,787.29,435
574952,172.33,123
577831,266.7,190
575634,301.06,412
574939,19.59,8
579168,546.04,727
579190,491.12,390
578326,167.06,89
575415,207.5,50
568700,139.08,92
579184,301.2,93
538327,401.92,226
542425,218.45,61
541678,115.8,110
541587,202.93,54
541429,302.22,278
542377,157.4,92
544051,433.0,266
546660,1041.45,335
545859,593.92,276
543276,974.62,430
547036,380.4,264
548452,307.53,123
547220,154.4,88
543359,122.3,40
544404,177.9,122
544693,94.0,20
552642,426.6,188
549975,272.86,100
555477,1109.32,356
553418,357.4,192
555544,330.61,152
553848,284.76,156
553578,356.16,136
556466,189.05,31
554137,371.95,163
552712,237.05,71
556039,501.5,314
555871,263.16,224
559422,284.75,137
559346,202.16,140
557765,114.56,182
558348,307.99,223
562950,285.68,230
568992,278.65,195
568912,327.72,274
565782,303.92,176
566274,344.25,149
566589,563.15,211
563425,566.76,343
569229,464.64,302
563368,153.2,84
567379,761.44,496
570093,142.71,82
571681,344.35,237
571080,250.49,77
573504,398.04,125
572289,111.5,58
572452,354.98,262
573314,381.65,108
570663,304.29,259
577297,277.56,212
577303,974.81,413
577502,576.29,221
580032,149.4,76
576846,497.97,289
579432,282.18,168
577174,312.0,134
575186,242.45,187
579503,170.74,117
577023,412.8,240
575703,1735.3,902
575514,445.04,261
580665,5401.98,4732
580296,243.73,145
580645,1931.6,879
581397,185.9,62
581333,103.95,21
540525,309.48,160
545238,395.33,434
537154,953.05,327
540595,326.82,645
537055,273.29,107
539410,102.0,24
539078,379.68,330
540513,422.4,152
541004,171.46,102
537420,335.3,184
539064,58.7,8
545812,638.65,313
546005,794.41,379
546096,1711.06,1566
544304,175.75,113
547569,556.94,361
548617,337.51,333
543596,168.35,59
544610,330.3,136
547800,134.56,36
548725,134.0,1
544470,603.42,256
546790,136.57,90
543735,514.56,228
547420,345.92,248
545656,99.0,12
548017,357.25,203
549740,520.8,356
550327,539.81,335
554840,398.0,426
555938,410.45,179
549562,117.43,196
550764,103.15,25
549833,1015.14,666
552329,315.3,114
550827,633.05,278
551002,413.46,358
556050,279.04,128
552004,147.44,120
554161,34.0,4
552319,59.05,31
561106,520.23,267
560244,266.81,240
562204,249.27,181
557057,1830.72,2014
557145,802.13,459
567474,1061.11,476
568054,344.33,166
563246,695.26,414
565594,312.49,322
573904,948.15,493
569469,1000.75,555
571433,1576.6,904
572742,245.56,174
574511,324.57,279
572558,642.77,835
573383,169.05,93
569336,864.19,340
570404,212.8,273
578459,286.4,224
575202,359.7,270
576789,60.12,109
575680,677.09,485
580049,204.22,134
575487,429.84,376
580436,186.96,44
541980,157.45,104
538409,126.28,67
541602,150.98,84
538706,312.4,392
541700,135.75,145
539084,190.35,93
538807,252.62,118
542233,648.8,211
542153,164.7,66
540498,268.8,68
544664,664.45,438
542534,583.41,231
545653,935.54,579
546326,583.3,508
547383,803.66,485
545411,388.3,174
544098,1129.35,396
544150,119.15,15
544390,162.7,61
548873,214.2,92
543664,136.3,88
543053,150.0,76
542788,450.06,342
550438,712.24,240
551564,534.65,226
555945,511.3,64
553006,560.35,393
554915,325.6,88
555348,235.23,73
554923,89.7,22
552036,211.15,81
550359,366.48,162
554820,107.4,44
556130,316.02,154
550832,397.2,56
552188,381.08,182
562156,310.02,346
562649,211.85,51
559057,561.34,400
558263,1113.6,424
558626,95.28,47
562586,316.38,186
557225,411.48,229
564308,442.89,383
564727,803.02,475
566240,137.56,70
563137,153.85,55
563361,233.54,262
563505,687.16,422
563908,388.09,503
563923,157.8,364
564366,439.23,168
565410,835.08,302
565563,183.83,104
567336,662.9,234
566450,711.53,420
567376,1004.4,444
564198,150.44,148
568794,372.48,350
563708,260.7,144
565287,309.45,163
570096,291.26,160
572308,54.51,38
574444,198.47,151
574587,1228.24,616
571729,617.04,577
571654,136.74,67
573927,282.2,72
574327,315.29,131
574732,978.84,528
573464,301.32,240
570292,370.68,124
572453,180.33,55
576665,887.25,457
577393,2068.09,806
577490,315.33,270
579510,727.05,445
575500,415.55,328
577473,311.61,210
575701,973.72,461
576917,289.1,143
577729,563.28,422
578794,208.04,110
581567,389.21,365
581401,332.76,256
581167,357.2,180
581378,112.47,93
580905,106.53,99
581405,365.8,300
581395,123.12,35
574697,144.23,109
540662,500.48,136
548616,307.6,328
542083,130.81,355
541269,1096.0,412
542084,1081.3,470
542105,389.9,162
538679,150.68,52
537418,135.01,65
537538,311.65,131
541671,398.6,112
542406,133.45,51
537429,82.12,119
536394,1024.68,544
540359,377.7,366
541597,456.27,323
538839,292.89,107
